composition,Dmax,GFA,Tg,Tx,Tl
B18Cu5Fe77,0,Crystal,,,
B18Cu10Fe72,0,Crystal,,,
B18Cu15Fe67,0,Crystal,,,
B18Cu20Fe62,0,Crystal,,,
B20Cu1Fe79,0,Crystal,,,
B20Cu5Fe75,0,Crystal,,,
B20Cu10Fe70,0,Crystal,,,
B4Cu1Fe95,0,Crystal,,,
B4Cu5Fe91,0,Crystal,,,
B4Cu10Fe86,0,Crystal,,,
B6Cu1Fe93,0,Crystal,,,
B6Cu3Fe91,0,Crystal,,,
B6Cu5Fe89,0,Crystal,,,
B6Cu10Fe84,0,Crystal,,,
B6Cu15Fe79,0,Crystal,,,
B8Cu1Fe91,0,Crystal,,,
B8Cu3Fe89,0,Crystal,,,
B8Cu5Fe87,0,Crystal,,,
B8Cu10Fe82,0,Crystal,,,
B8Cu15Fe77,0,Crystal,,,
B10Cu1Fe89,0,Crystal,,,
B10Cu3Fe87,0,Crystal,,,
B10Cu5Fe85,0,Crystal,,,
B10Cu10Fe80,0,Crystal,,,
B10Cu15Fe75,0,Crystal,,,
B12Cu1Fe87,0,Crystal,,,
B12Cu3Fe85,0,Crystal,,,
B12Cu5Fe83,0,Crystal,,,
B12Cu10Fe78,0,Crystal,,,
B12Cu15Fe73,0,Crystal,,,
B12Cu20Fe68,0,Crystal,,,
B14Cu15Fe71,0,Crystal,,,
B14Cu20Fe66,0,Crystal,,,
B16Cu20Fe64,0,Crystal,,,
B17Cu1.5Fe81.5,0.15,Ribbon,,,
B17Cu3Ni80,0.15,Ribbon,,,
B1Cu30Zr69,0.15,Ribbon,,,
B1Cu40Zr59,0.15,Ribbon,,,
B1Cu50Zr49,0.15,Ribbon,,,
B1Cu60Zr39,0.15,Ribbon,,,
B1Cu70Zr29,0.15,Ribbon,,,
B2.5Cu20Zr77.5,0.15,Ribbon,,,
B2.5Cu25Zr72.5,0.15,Ribbon,,,
B2.5Cu30Zr67.5,0.15,Ribbon,,,
B2.5Cu35Zr62.5,0.15,Ribbon,,,
B2.5Cu40Zr57.5,0.15,Ribbon,,,
B2.5Cu45Zr52.5,0.15,Ribbon,,,
B2.5Cu50Zr47.5,0.15,Ribbon,,,
B2.5Cu55Zr42.5,0.15,Ribbon,,,
B2.5Cu60Zr37.5,0.15,Ribbon,,,
B2.5Cu65Zr32.5,0.15,Ribbon,,,
B2.5Cu70Zr27.5,0.15,Ribbon,,,
B2.5Cu80Zr17.5,0.15,Ribbon,,,
B5Cu15Zr80,0.15,Ribbon,,,
B5Cu20Zr75,0.15,Ribbon,,,
B5Cu25Zr70,0.15,Ribbon,,,
B5Cu30Zr65,0.15,Ribbon,,,
B5Cu35Zr60,0.15,Ribbon,,,
B5Cu40Zr55,0.15,Ribbon,,,
B5Cu45Zr50,0.15,Ribbon,,,
B5Cu50Zr45,0.15,Ribbon,,,
B5Cu55Zr40,0.15,Ribbon,,,
B5Cu60Zr35,0.15,Ribbon,,,
B5Cu65Zr30,0.15,Ribbon,,,
B5Cu70Zr25,0.15,Ribbon,,,
B7.5Cu25Zr67.5,0.15,Ribbon,,,
B7.5Cu30Zr62.5,0.15,Ribbon,,,
B7.5Cu35Zr57.5,0.15,Ribbon,,,
B7.5Cu50Zr42.5,0.15,Ribbon,,,
B7.5Cu55Zr37.5,0.15,Ribbon,,,
B10Cu25Zr65,0.15,Ribbon,,,
B10Cu30Zr60,0.15,Ribbon,,,
B10Cu35Zr55,0.15,Ribbon,,,
B1Cu75Zr24,0,Crystal,,,
B2.5Cu75Zr22.5,0,Crystal,,,
B7.5Cu15Zr77.5,0,Crystal,,,
B1Cu20Zr79,0,Crystal,,,
B17Fe73Ga10,0.15,Ribbon,,,
B17Fe75Ga8,0.15,Ribbon,,,
B17Fe77Ga6,0.15,Ribbon,,,
B17Fe79Ga4,0.15,Ribbon,,,
B17Fe81Ga2,0.15,Ribbon,,,
B10Fe80Ge10,0.15,Ribbon,,,
B12Fe80Ge8,0.15,Ribbon,,,
B15Fe80Ge5,0.15,Ribbon,,,
B18Fe80Ge2,0.15,Ribbon,,,
B2Fe91Hf7,0.15,Ribbon,,,
B6Fe87Hf7,0.15,Ribbon,,,
B8Fe85Hf7,0.15,Ribbon,,,
B12Fe81Hf7,0.15,Ribbon,,,
B16Fe77Hf7,0.15,Ribbon,,,
B4Fe89Hf7,0.15,Ribbon,,,
B16Fe76Ho8,0.15,Ribbon,,,
B16Fe80Ho4,0.15,Ribbon,,,
B16Fe82Ho2,0.15,Ribbon,,,
B16Fe81La3,0.15,Ribbon,,,
B20Fe60Mn20,0.15,Ribbon,,,
B20Fe62Mn18,0.15,Ribbon,,,
B20Fe64Mn16,0.15,Ribbon,,,
B20Fe66Mn14,0.15,Ribbon,,,
B20Fe70Mn10,0.15,Ribbon,,,
B20Fe72Mn8,0.15,Ribbon,,,
B20Fe74Mn6,0.15,Ribbon,,,
B20Fe76Mn4,0.15,Ribbon,,,
B20Fe78Mn2,0.15,Ribbon,,,
B9Fe6Mn85,0.15,Ribbon,,,
B17Fe80.5Mn2.5,0.15,Ribbon,,,
B25Fe5Mn70,0.15,Ribbon,,,
B14Fe20Mn66,0.15,Ribbon,,,
B14Fe71Mn15,0.15,Ribbon,,,
B14Fe76Mn10,0.15,Ribbon,,,
B14Fe81Mn5,0.15,Ribbon,,,
B14Fe83Mn3,0.15,Ribbon,,,
B14Fe85Mn1,0.15,Ribbon,,,
B16Fe74Mn10,0.15,Ribbon,,,
B16Fe81Mn3,0.15,Ribbon,,,
B16Fe83Mn1,0.15,Ribbon,,,
B10Fe20Mn70,0,Crystal,,,
B10Fe75Mn15,0,Crystal,,,
B10Fe80Mn10,0,Crystal,,,
B10Fe85Mn5,0,Crystal,,,
B10Fe87Mn3,0,Crystal,,,
B10Fe89Mn1,0,Crystal,,,
B12Fe20Mn68,0,Crystal,,,
B12Fe73Mn15,0,Crystal,,,
B12Fe78Mn10,0,Crystal,,,
B12Fe83Mn5,0,Crystal,,,
B12Fe85Mn3,0,Crystal,,,
B12Fe87Mn1,0,Crystal,,,
B4Fe91Mn5,0,Crystal,,,
B4Fe93Mn3,0,Crystal,,,
B4Fe95Mn1,0,Crystal,,,
B6Fe79Mn15,0,Crystal,,,
B6Fe84Mn10,0,Crystal,,,
B6Fe89Mn5,0,Crystal,,,
B6Fe91Mn3,0,Crystal,,,
B6Fe93Mn1,0,Crystal,,,
B8Fe20Mn72,0,Crystal,,,
B8Fe77Mn15,0,Crystal,,,
B8Fe82Mn10,0,Crystal,,,
B8Fe87Mn5,0,Crystal,,,
B8Fe89Mn3,0,Crystal,,,
B8Fe91Mn1,0,Crystal,,,
B20Fe75Mn5,0.15,Ribbon,,,
B19Fe77Mn4,0.15,Ribbon,,,
B20Fe72Mo8,0.15,Ribbon,,,
B20Fe74Mo6,0.15,Ribbon,,,
B20Fe70Mo10,0.15,Ribbon,,,
B20Fe73Mo7,0.15,Ribbon,,,
B20Fe75Mo5,0.15,Ribbon,,,
B20Fe76Mo4,0.15,Ribbon,,,
B20Fe77Mo3,0.15,Ribbon,,,
B20Fe78Mo2,0.15,Ribbon,,,
B20Fe79Mo1,0.15,Ribbon,,,
B9Fe6Mo85,0.15,Ribbon,,,
B17Fe80.5Mo2.5,0.15,Ribbon,,,
B25Fe5Mo70,0.15,Ribbon,,,
B10Fe70Mo20,0.15,Ribbon,,,
B10Fe72Mo18,0.15,Ribbon,,,
B10Fe75Mo15,0.15,Ribbon,,,
B10Fe78Mo12,0.15,Ribbon,,,
B10Fe80Mo10,0.15,Ribbon,,,
B10Fe82Mo8,0.15,Ribbon,,,
B12Fe68Mo20,0.15,Ribbon,,,
B12Fe70Mo18,0.15,Ribbon,,,
B12Fe73Mo15,0.15,Ribbon,,,
B12Fe76Mo12,0.15,Ribbon,,,
B12Fe78Mo10,0.15,Ribbon,,,
B12Fe80Mo8,0.15,Ribbon,,,
B12Fe83Mo5,0.15,Ribbon,,,
B14Fe66Mo20,0.15,Ribbon,,,
B14Fe71Mo15,0.15,Ribbon,,,
B14Fe74Mo12,0.15,Ribbon,,,
B14Fe76Mo10,0.15,Ribbon,,,
B14Fe78Mo8,0.15,Ribbon,,,
B14Fe81Mo5,0.15,Ribbon,,,
B16Fe64Mo20,0.15,Ribbon,,,
B16Fe69Mo15,0.15,Ribbon,,,
B16Fe76Mo8,0.15,Ribbon,,,
B16Fe79Mo5,0.15,Ribbon,,,
B6Fe74Mo20,0,Crystal,,,
B6Fe76Mo18,0,Crystal,,,
B6Fe79Mo15,0,Crystal,,,
B6Fe82Mo12,0,Crystal,,,
B6Fe84Mo10,0,Crystal,,,
B7Fe85Mo8,0,Crystal,,,
B8Fe72Mo20,0,Crystal,,,
B8Fe74Mo18,0,Crystal,,,
B8Fe77Mo15,0,Crystal,,,
B8Fe80Mo12,0,Crystal,,,
B8Fe82Mo10,0,Crystal,,,
B8Fe87Mo5,0,Crystal,,,
B9Fe83Mo8,0,Crystal,,,
B10Fe85Mo5,0,Crystal,,,
B2Fe78Mo20,0,Crystal,,,
B2Fe80Mo18,0,Crystal,,,
B2Fe83Mo15,0,Crystal,,,
B2Fe86Mo12,0,Crystal,,,
B2Fe88Mo10,0,Crystal,,,
B2Fe90Mo8,0,Crystal,,,
B2Fe93Mo5,0,Crystal,,,
B4Fe76Mo20,0,Crystal,,,
B4Fe78Mo18,0,Crystal,,,
B4Fe81Mo15,0,Crystal,,,
B4Fe84Mo12,0,Crystal,,,
B4Fe86Mo10,0,Crystal,,,
B4Fe88Mo8,0,Crystal,,,
B4Fe91Mo5,0,Crystal,,,
B6Fe86Mo8,0,Crystal,,,
B6Fe89Mo5,0,Crystal,,,
B12Fe81Mo7,0.15,Ribbon,,,
B6Fe82Nb12,0.15,Ribbon,,,
B8Fe77Nb15,0.15,Ribbon,,,
B8Fe80Nb12,0.15,Ribbon,,,
B10Fe75Nb15,0.15,Ribbon,,,
B10Fe78Nb12,0.15,Ribbon,,,
B10Fe85Nb5,0.15,Ribbon,,,
B12Fe83Nb5,0.15,Ribbon,,,
B5Fe80Nb15,0,Crystal,,,
B5Fe83Nb12,0,Crystal,,,
B6Fe79Nb15,0,Crystal,,,
B8Fe87Nb5,0,Crystal,,,
B3Fe85Nb12,0,Crystal,,,
B3Fe92Nb5,0,Crystal,,,
B6Fe89Nb5,0,Crystal,,,
B17Fe80Nb3,0.15,Ribbon,,,
B9Fe84Nb7,0.15,Ribbon,,,
B8Fe85Nb7,0.15,Ribbon,,,
B10Fe83Nb7,0.15,Ribbon,,,
B12Fe81Nb7,0.15,Ribbon,,,
B16Fe77Nb7,0.15,Ribbon,,,
B17.5Fe61.875Nd20.625,0.15,Ribbon,,,
B17.5Fe66Nd16.5,0.15,Ribbon,,,
B17.5Fe70.125Nd12.375,0.15,Ribbon,,,
B17.5Fe74.25Nd8.25,0.15,Ribbon,,,
B17.5Fe78.375Nd4.125,0.15,Ribbon,,,
B17.5Fe82.5,0.15,Ribbon,,,
B8Fe77Nd15,0.15,Ribbon,,,
B4.8Fe82.2Nd14,0.15,Ribbon,,,
B6.1Fe82.1Nd11.8,0.15,Ribbon,,,
B7.8Fe78.2Nd14,0.15,Ribbon,,,
B19Fe77Nd4,0.15,Ribbon,,,
B5Fe81Nd14,0,Crystal,,,
B6Fe78Nd16,0,Crystal,,,
B18.5Fe31.5Nd50,0.15,Ribbon,,,
B18.5Fe51.5Nd30,0.15,Ribbon,,,
B18.5Fe61.5Nd20,0.15,Ribbon,,,
B18.5Fe69.5Nd12,0.15,Ribbon,,,
B18.5Fe75.5Nd6,0.15,Ribbon,,,
B18.5Fe78.5Nd3,0.15,Ribbon,,,
B18.5Fe81.5,0.15,Ribbon,,,
Fe75Nd25,0.15,Ribbon,,,
Fe79Nd21,0.15,Ribbon,,,
Fe82Nd18,0.15,Ribbon,,,
Fe85Nd15,0.15,Ribbon,,,
B3Fe82Nd15,0.15,Ribbon,,,
B6Fe82Nd12,0.15,Ribbon,,,
B9Fe82Nd9,0.15,Ribbon,,,
B12Fe82Nd6,0.15,Ribbon,,,
B15Fe82Nd3,0.15,Ribbon,,,
B8Fe76Nd16,0.15,Ribbon,,,
B8Fe79Nd13,0.15,Ribbon,,,
B18.5Fe77Nd4.5,0.15,Ribbon,,,
Fe40Nd60,0.15,Ribbon,,,
Fe50Nd50,0.15,Ribbon,,,
Fe60Nd40,0.15,Ribbon,,,
Fe67Nd33,0.15,Ribbon,,,
Fe80Nd20,0.15,Ribbon,,,
Fe89Nd11,0.15,Ribbon,,,
B16Fe33.6Nd50.4,0.15,Ribbon,,,
B16Fe42Nd42,0.15,Ribbon,,,
B16Fe50.4Nd33.6,0.15,Ribbon,,,
B16Fe56.3Nd27.7,0.15,Ribbon,,,
B16Fe67.2Nd16.8,0.15,Ribbon,,,
B16Fe74.8Nd9.2,0.15,Ribbon,,,
B7.5Fe77.5Nd15,0.15,Ribbon,,,
B20Fe30Ni50,0.15,Ribbon,,,
Fe50Ni50,0.15,Ribbon,,,
B18Fe41Ni41,0.15,Ribbon,,,
B20Fe40Ni40,0.15,Ribbon,,,
B30Fe35Ni35,0.15,Ribbon,,,
B20Fe50Ni30,0.15,Ribbon,,,
B20Fe60Ni20,0.15,Ribbon,,,
B20Fe70Ni10,0.15,Ribbon,,,
B17Fe54Ni29,0.15,Ribbon,,,
B17Fe66.4Ni16.6,0.15,Ribbon,,,
B17Fe23Ni60,0.15,Ribbon,,,
B17Fe33Ni50,0.15,Ribbon,,,
B17Fe43Ni40,0.15,Ribbon,,,
B17Fe48Ni35,0.15,Ribbon,,,
B17Fe53Ni30,0.15,Ribbon,,,
B17Fe63Ni20,0.15,Ribbon,,,
B17Fe73Ni10,0.15,Ribbon,,,
B16Fe25Ni59,0.15,Ribbon,,,
B16Fe33.5Ni50.5,0.15,Ribbon,,,
B17Fe7Ni76,0.15,Ribbon,,,
B17Fe21Ni62,0.15,Ribbon,,,
B17Fe24Ni59,0.15,Ribbon,,,
B17Fe32.5Ni50.5,0.15,Ribbon,,,
B17Fe41Ni42,0.15,Ribbon,,,
B17Fe50Ni33,0.15,Ribbon,,,
B18Fe23Ni59,0.15,Ribbon,,,
B18Fe31.5Ni50.5,0.15,Ribbon,,,
B18Fe40Ni42,0.15,Ribbon,,,
B19Fe22Ni59,0.15,Ribbon,,,
B19Fe30.5Ni50.5,0.15,Ribbon,,,
B19Fe39Ni42,0.15,Ribbon,,,
B20Fe21Ni59,0.15,Ribbon,,,
B20Fe29.5Ni50.5,0.15,Ribbon,,,
B20Fe38Ni42,0.15,Ribbon,,,
B9Fe6Ni85,0.15,Ribbon,,,
B17Fe80.5Ni2.5,0.15,Ribbon,,,
B25Fe5Ni70,0.15,Ribbon,,,
B16Fe42Ni42,0.15,Ribbon,,,
B25Fe65Ni10,0.15,Ribbon,,,
B22Fe39Ni39,0.15,Ribbon,,,
B27Fe36.5Ni36.5,0.15,Ribbon,,,
B10Fe80Ni10,0.15,Ribbon,,,
B10Fe85Ni5,0.15,Ribbon,,,
B12Fe68Ni20,0.15,Ribbon,,,
B12Fe73Ni15,0.15,Ribbon,,,
B12Fe78Ni10,0.15,Ribbon,,,
B14Fe61Ni25,0.15,Ribbon,,,
B14Fe66Ni20,0.15,Ribbon,,,
B14Fe71Ni15,0.15,Ribbon,,,
B14Fe76Ni10,0.15,Ribbon,,,
B14Fe81Ni5,0.15,Ribbon,,,
B14Fe83Ni3,0.15,Ribbon,,,
B14Fe85Ni1,0.15,Ribbon,,,
B16Fe59Ni25,0.15,Ribbon,,,
B16Fe64Ni20,0.15,Ribbon,,,
B16Fe69Ni15,0.15,Ribbon,,,
B16Fe74Ni10,0.15,Ribbon,,,
B16Fe79Ni5,0.15,Ribbon,,,
B16Fe81Ni3,0.15,Ribbon,,,
B16Fe83Ni1,0.15,Ribbon,,,
B18Fe57Ni25,0.15,Ribbon,,,
B18Fe62Ni20,0.15,Ribbon,,,
B18Fe67Ni15,0.15,Ribbon,,,
B18Fe72Ni10,0.15,Ribbon,,,
B18Fe77Ni5,0.15,Ribbon,,,
B10Fe89Ni1,0,Crystal,,,
B12Fe83Ni5,0,Crystal,,,
B12Fe85Ni3,0,Crystal,,,
B12Fe87Ni1,0,Crystal,,,
B2Fe73Ni25,0,Crystal,,,
B2Fe78Ni20,0,Crystal,,,
B2Fe83Ni15,0,Crystal,,,
B2Fe88Ni10,0,Crystal,,,
B4Fe71Ni25,0,Crystal,,,
B4Fe76Ni20,0,Crystal,,,
B4Fe81Ni15,0,Crystal,,,
B4Fe86Ni10,0,Crystal,,,
B4Fe91Ni5,0,Crystal,,,
B4Fe93Ni3,0,Crystal,,,
B4Fe95Ni1,0,Crystal,,,
B6Fe69Ni25,0,Crystal,,,
B6Fe74Ni20,0,Crystal,,,
B6Fe79Ni15,0,Crystal,,,
B6Fe84Ni10,0,Crystal,,,
B6Fe89Ni5,0,Crystal,,,
B6Fe93Ni1,0,Crystal,,,
B8Fe67Ni25,0,Crystal,,,
B8Fe72Ni20,0,Crystal,,,
B8Fe77Ni15,0,Crystal,,,
B8Fe82Ni10,0,Crystal,,,
B8Fe87Ni5,0,Crystal,,,
B8Fe89Ni3,0,Crystal,,,
B8Fe91Ni1,0,Crystal,,,
B10Fe65Ni25,0,Crystal,,,
B10Fe70Ni20,0,Crystal,,,
B10Fe75Ni15,0,Crystal,,,
B12Fe63Ni25,0,Crystal,,,
B20Fe75Ni5,0.15,Ribbon,,,
B20Fe35Ni45,0.15,Ribbon,,,
B14Fe43Ni43,0.15,Ribbon,,,
B23Fe12.3Ni64.7,0.15,Ribbon,,,
B23Fe38.5Ni38.5,0.15,Ribbon,,,
B23Fe46.2Ni30.8,0.15,Ribbon,,,
B23Fe60.1Ni16.9,0.15,Ribbon,,,
B16.5Fe21Ni62.5,0.15,Ribbon,,,
B16.5Fe61.5Ni22,0.15,Ribbon,,,
B17.5Fe21Ni61.5,0.15,Ribbon,,,
B17.5Fe41.5Ni41,0.15,Ribbon,,,
B19Fe20.5Ni60.5,0.15,Ribbon,,,
B19Fe61Ni20,0.15,Ribbon,,,
B19.5Fe40.5Ni40,0.15,Ribbon,,,
B20.5Fe59.5Ni20,0.15,Ribbon,,,
B21.5Fe58.5Ni20,0.15,Ribbon,,,
B22Fe19.5Ni58.5,0.15,Ribbon,,,
B24Fe38Ni38,0.15,Ribbon,,,
B24Fe57Ni19,0.15,Ribbon,,,
B25Fe56Ni19,0.15,Ribbon,,,
B26Fe37Ni37,0.15,Ribbon,,,
B27Fe18.5Ni54.5,0.15,Ribbon,,,
B27Fe54.5Ni18.5,0.15,Ribbon,,,
B28.5Fe53.5Ni18,0.15,Ribbon,,,
B29Fe18Ni53,0.15,Ribbon,,,
B19Fe76Ni5,0.15,Ribbon,,,
B20Fe15Ni65,0.15,Ribbon,,,
B20Fe20Ni60,0.15,Ribbon,,,
B17Fe80Ni3,0.15,Ribbon,,,
B24Fe66Ni10,0.15,Ribbon,,,
B7Fe80P13,0.15,Ribbon,,,
B2.3Fe83P14.7,0.15,Ribbon,,,
B3Fe79P18,0.15,Ribbon,,,
B5Fe83P12,0.15,Ribbon,,,
B6Fe79P15,0.15,Ribbon,,,
B6Fe81P13,0.15,Ribbon,,,
B6Fe82P12,0.15,Ribbon,,,
B6Fe83P11,0.15,Ribbon,,,
B7Fe79P14,0.15,Ribbon,,,
B7Fe81P12,0.15,Ribbon,,,
B7Fe82P11,0.15,Ribbon,,,
B7Fe83P10,0.15,Ribbon,,,
B8Fe79P13,0.15,Ribbon,,,
B8Fe80P12,0.15,Ribbon,,,
B8Fe81P11,0.15,Ribbon,,,
B8Fe82P10,0.15,Ribbon,,,
B8Fe83P9,0.15,Ribbon,,,
B9Fe78P13,0.15,Ribbon,,,
B9Fe79P12,0.15,Ribbon,,,
B9Fe80P11,0.15,Ribbon,,,
B9Fe81P10,0.15,Ribbon,,,
B9Fe82P9,0.15,Ribbon,,,
B10Fe79P11,0.15,Ribbon,,,
B10Fe81P9,0.15,Ribbon,,,
B10Fe83P7,0.15,Ribbon,,,
B11Fe79P10,0.15,Ribbon,,,
B11Fe80P9,0.15,Ribbon,,,
B12Fe79P9,0.15,Ribbon,,,
B12Fe80P8,0.15,Ribbon,,,
B12Fe81P7,0.15,Ribbon,,,
B12Fe82P6,0.15,Ribbon,,,
B12Fe83P5,0.15,Ribbon,,,
B13Fe77P10,0.15,Ribbon,,,
B13Fe79P8,0.15,Ribbon,,,
B13Fe80P7,0.15,Ribbon,,,
B14Fe79P7,0.15,Ribbon,,,
B14Fe81P5,0.15,Ribbon,,,
B14Fe83P3,0.15,Ribbon,,,
B15Fe77P8,0.15,Ribbon,,,
B15Fe79P6,0.15,Ribbon,,,
B15Fe80P5,0.15,Ribbon,,,
B16Fe79P5,0.15,Ribbon,,,
B16Fe81P3,0.15,Ribbon,,,
B17Fe77P6,0.15,Ribbon,,,
B17Fe79P4,0.15,Ribbon,,,
B20Fe76P4,0.15,Ribbon,,,
B21Fe75P4,0.15,Ribbon,,,
B3Fe83P14,0,Crystal,,,
B4Fe84P12,0,Crystal,,,
B5Fe84P11,0,Crystal,,,
B6Fe84P10,0,Crystal,,,
B7Fe84P9,0,Crystal,,,
B11Fe75P14,0,Crystal,,,
B11Fe85P4,0,Crystal,,,
B17Fe80P3,0,Crystal,,,
B18Fe79P3,0,Crystal,,,
B19Fe75P6,0,Crystal,,,
B19Fe77P4,0,Crystal,,,
B21Fe79,0,Crystal,,,
B4Fe80P16,0.15,Ribbon,,,
B6Fe80P14,0.15,Ribbon,,,
B10Fe80P10,0.15,Ribbon,,,
B14Fe80P6,0.15,Ribbon,,,
B16Fe80P4,0.15,Ribbon,,,
B18Fe80P2,0.15,Ribbon,,,
B18Fe80Pd2,0.15,Ribbon,,,
B17Fe80Si3,0.15,Ribbon,,,
B9Fe77.5Si13.5,0.15,Ribbon,,,
B12Fe72Si16,0.15,Ribbon,,,
B12Fe75Si13,0.15,Ribbon,,,
B12Fe77Si11,0.15,Ribbon,,,
B15Fe72.5Si12.5,0.15,Ribbon,,,
B15Fe75Si10,0.15,Ribbon,,,
B15Fe77.5Si7.5,0.15,Ribbon,,,
B15Fe81Si4,0.15,Ribbon,,,
B18Fe72Si10,0.15,Ribbon,,,
B18Fe78Si4,0.15,Ribbon,,,
B18Fe80Si2,0.15,Ribbon,,,
B20Fe78Si2,0.15,Ribbon,,,
B21Fe70Si9,0.15,Ribbon,,,
B21Fe72Si7,0.15,Ribbon,,,
B21Fe75Si4,0.15,Ribbon,,,
B22Fe71Si7,0.15,Ribbon,,,
B24Fe69Si7,0.15,Ribbon,,,
B9Fe80Si11,0,Crystal,,,
B13Fe85Si2,0,Crystal,,,
B24Fe73Si3,0,Crystal,,,
B6Fe83Si11,0,Crystal,,,
B9Fe83Si8,0,Crystal,,,
B22Fe76Si2,0,Crystal,,,
B24Fe74Si2,0,Crystal,,,
B12Fe78Si10,0.15,Ribbon,,,
B5Fe80Si15,0.15,Ribbon,,,
B7.5Fe80Si12.5,0.15,Ribbon,,,
B10Fe72.5Si17.5,0.15,Ribbon,,,
B10Fe77.5Si12.5,0.15,Ribbon,,,
B12.5Fe70Si17.5,0.15,Ribbon,,,
B12.5Fe72.5Si15,0.15,Ribbon,,,
B12.5Fe75Si12.5,0.15,Ribbon,,,
B12.5Fe77.5Si10,0.15,Ribbon,,,
B12.5Fe80Si7.5,0.15,Ribbon,,,
B12.5Fe82.5Si5,0.15,Ribbon,,,
B15Fe67.5Si17.5,0.15,Ribbon,,,
B17.5Fe67.5Si15,0.15,Ribbon,,,
B17.5Fe70Si12.5,0.15,Ribbon,,,
B17.5Fe72.5Si10,0.15,Ribbon,,,
B17.5Fe75Si7.5,0.15,Ribbon,,,
B17.5Fe77.5Si5,0.15,Ribbon,,,
B20Fe65Si15,0.15,Ribbon,,,
B20Fe67.5Si12.5,0.15,Ribbon,,,
B20Fe72.5Si7.5,0.15,Ribbon,,,
B20Fe77.5Si2.5,0.15,Ribbon,,,
B22.5Fe67.5Si10,0.15,Ribbon,,,
B22.5Fe77.5,0.15,Ribbon,,,
B81.5Fe12.5Si6,0,Crystal,,,
B7.5Fe74.5Si18,0,Crystal,,,
B10Fe83.5Si6.5,0,Crystal,,,
B7.5Fe77.5Si15,0.15,Ribbon,,,
B22.5Fe70Si7.5,0.15,Ribbon,,,
B22.5Fe72.5Si5,0.15,Ribbon,,,
B6Fe81.5Si12.5,0,Crystal,,,
B7.5Fe82.5Si10,0,Crystal,,,
B10Fe83Si7,0,Crystal,,,
B10Fe75Si15,0.15,Ribbon,,,
B13Fe75Si12,0.15,Ribbon,,,
B14.5Fe81.5Si4,0.15,Ribbon,,,
B14Fe83Si3,0.15,Ribbon,,,
B14Fe78Si8,0.15,Ribbon,,,
B17Fe79.5Si3.5,0.15,Ribbon,,,
B7.5Fe75Si17.5,0.15,Ribbon,,,
B10Fe70Si20,0.15,Ribbon,,,
B10Fe80Si10,0.15,Ribbon,,,
B12Fe70Si18,0.15,Ribbon,,,
B15Fe70Si15,0.15,Ribbon,,,
B15Fe72Si13,0.15,Ribbon,,,
B15Fe78Si7,0.15,Ribbon,,,
B15Fe80Si5,0.15,Ribbon,,,
B17Fe70Si13,0.15,Ribbon,,,
B17.5Fe80Si2.5,0.15,Ribbon,,,
B20Fe70Si10,0.15,Ribbon,,,
B20Fe75Si5,0.15,Ribbon,,,
B22Fe75Si3,0.15,Ribbon,,,
B12Fe80Si8,0.15,Ribbon,,,
B12.2Fe74.8Si13,0.15,Ribbon,,,
B12.5Fe78.5Si9,0.15,Ribbon,,,
B14.5Fe78Si7.5,0.15,Ribbon,,,
B15Fe74.5Si10.5,0.15,Ribbon,,,
B15Fe75.3Si9.7,0.15,Ribbon,,,
B16Fe74Si10,0.15,Ribbon,,,
B17.5Fe73Si9.5,0.15,Ribbon,,,
B17.8Fe74.9Si7.3,0.15,Ribbon,,,
B20Fe67Si13,0.15,Ribbon,,,
B14Fe79Si7,0.15,Ribbon,,,
B12Fe82Si6,0.15,Ribbon,,,
B12Fe83Si5,0.15,Ribbon,,,
B12Fe84Si4,0.15,Ribbon,,,
B13Fe82Si5,0.15,Ribbon,,,
B13Fe83Si4,0.15,Ribbon,,,
B13Fe84Si3,0.15,Ribbon,,,
B14Fe82Si4,0.15,Ribbon,,,
B14Fe84Si2,0.15,Ribbon,,,
B15Fe82Si3,0.15,Ribbon,,,
B15Fe83Si2,0.15,Ribbon,,,
B15Fe84Si1,0.15,Ribbon,,,
B16Fe82Si2,0.15,Ribbon,,,
B16Fe83Si1,0.15,Ribbon,,,
B17Fe82Si1,0.15,Ribbon,,,
B7Fe78Si15,0.15,Ribbon,,,
B16.5Fe82Sn1.5,0.15,Ribbon,,,
B10Fe83Ta7,0.15,Ribbon,,,
B10Fe20Ti70,0.15,Ribbon,,,
B16Fe80.64Ti3.36,0.15,Ribbon,,,
B16Fe83.2Ti0.8,0.15,Ribbon,,,
B20Fe75Ti5,0.15,Ribbon,,,
B20Fe76Ti4,0.15,Ribbon,,,
B10Fe83Ti7,0.15,Ribbon,,,
B11Fe82Ti7,0.15,Ribbon,,,
B20Fe75V5,0.15,Ribbon,,,
B20Fe78V2,0.15,Ribbon,,,
B12Fe78V10,0.15,Ribbon,,,
B12Fe83V5,0.15,Ribbon,,,
B14Fe71V15,0.15,Ribbon,,,
B14Fe76V10,0.15,Ribbon,,,
B14Fe81V5,0.15,Ribbon,,,
B16Fe69V15,0.15,Ribbon,,,
B16Fe74V10,0.15,Ribbon,,,
B16Fe79V5,0.15,Ribbon,,,
B10Fe80V10,0,Crystal,,,
B10Fe85V5,0,Crystal,,,
B4Fe86V10,0,Crystal,,,
B4Fe91V5,0,Crystal,,,
B6Fe84V10,0,Crystal,,,
